StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_5_TEXT,Q2,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_4_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q39_7_TEXT,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
10/28/24 7:19,10/28/24 7:23,IP Address,,100,216,TRUE,10/28/24 7:23,R_72fZlZxrSjCN6d2,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Middle School,"French,Spanish",,49,17,I have used GenAI.,"ChatGPT,Gemini,Other",,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,5- Very much so,5- Very much so,4-Yes,2 - Slightly,2 - Slightly,1 - Not at all,1 - Not at all,5- Very much so,Yes,Daily,3=To some extent,2= To little extent,2= To little extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,4=To a large extent,3=To some extent,1=To no extent,Na,Other,Self,No,,,,,,,,,,,,,,,,,Lesson plan,,,,
10/28/24 8:20,10/28/24 14:23,IP Address,,100,21768,TRUE,10/28/24 14:23,R_1NCd8HhexkkCm6I,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,57,30,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,2 - Slightly,3 - Moderately,2 - Slightly,3 - Moderately,1 - Not at all,2 - Slightly,5- Very much so,No,,,,,,,,,,,,,,,,,,,"Colleagues,Students/Children,Internet (e.g., Google, YouTube),Experimentation,I have not yet learned about how to use generative AI  in my classroom.",,No,,,,,,,,,,,,,,,,,"Writing.   BUT we can get the feedback with simple spell check and grammar check.  That is an ""artificial intelligence"" working with noting where students' errors are, and the student/writer (teacher) needs to ""accept"" the correction.

My perception is that ChatGPT can lead to indolence, by minimizing the effort of the human to input the material.  Success based on surface learning that hasn't had a chance to develop into deep knowledge is not true success.  GenAI is snake-oil, and cannot cure what it claims it can.

","Immediate feedback and correction.
","I don't want students learning street language. 

Nor do I want them to imitate Victor Hugo.  I want them to internalize information, and I fail to see the connection between GenAI and the human rehearsal for internalization.","Touché!!
I have not been exposed to PD that explains how GenAI can help with a recipe presentation project; or a reading sample, and answering comprehension quesitions, or guidance for turning around and creating a document that reflects one's personal interests in th lesson at hand.    
All I know is younger instructors who leap on this tool to lighten their load (creating lesson plans) and using it as a ""self-corrector"".  
BUT WE'VE BEEN DOING THAT ALREADY WITH GOOGLE AUTO CORRECT AND MS-WORD AUTO CORRECT.  
I don't want students relying on AI to produce what they think are their ideas.","SPEAKING SAMPLES.  Immediate feedback to demonstrate to the student where the shortfalls are in their pronunciation.  
     1.  Interpersonal speaking with a bot.
     2. presentational speaking with a bot.  resulting in corrective, constructive feedback.
LISTENING COMP:  Immediate feedback not on why this is the correct answer, but slowing down and clarifying the source of the measurable correct answer.

Writing is already being done; IF THE STUDENT CHOOSES TO USE A WORD PROGRAM THAT HAS CORRECTION SOFTWARE, AND ACCEPTANCE OF CHANGES.
"
10/28/24 14:31,10/28/24 14:33,IP Address,,100,83,TRUE,10/28/24 14:33,R_1dMZuArDeOouLv0,,,,,,,anonymous,EN,"Yes, I Agree",United States,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/24 16:09,10/28/24 16:20,IP Address,,100,644,TRUE,10/28/24 16:20,R_1AsnsmIbPhvSr7j,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,47,24,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Not accessible at all (e.g., it is very difficult or impossible for me to get access to generative AI tools)",Computer,,3 - Moderately,4-Yes,3 - Moderately,2 - Slightly,4-Yes,4-Yes,4-Yes,3 - Moderately,Yes,Monthly,3=To some extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,4=To a large extent,Create questions for a listening or reading selection,"Workshops,Other","Online webinars, social media",No,,,,,,,,,,,,,,,,,All chatbots listed here are BLOCKED by my school district. Magic School AI is the only approved resource. I have used Diffit to create lessons. I would like to explore more.,"Engaging with current, authentic texts. Conversations with chatbots.","My school district blocks so much, so I worry that I can’t show my students how to responsibly use it and they will only see it as a way to cheat.",School district blocking too much.,I would like PD on the tools my school hasn’t blocked.
10/28/24 8:34,10/28/24 8:34,IP Address,,13,36,FALSE,11/4/24 7:34,R_8Q1igF2O3jfudNv,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/24 10:59,11/5/24 11:06,IP Address,,100,451,TRUE,11/5/24 11:06,R_7XbACuWZ6b4XFiY,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Secondary school/High School,Post high school/University Level","French,Spanish",,39,10 full time,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,2 - Slightly,2 - Slightly,2 - Slightly,3 - Moderately,Yes,Monthly,2= To little extent,2= To little extent,1=To no extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,n/a,"Teacher preparation program,Experimentation",,No,,,,,,,,,,,,,,,,,Giving feedback to students & tailoring instruction (modify assignments).,"It makes some tasks easier for the teacher (i.e. it can generate texts that can be used as comprehensible input, on quizzes, etc.)","Students are becoming experts at relying on GenAI to answer questions for them, write discussion boards, and even papers.","My district does not have a formal policy on its use by teachers, staff, and students. I often feel like I'm on unchartered territory. 
I also don't really want to delegate too much to ChatGPT as I feel that I should still come up with my own materials for the most part (or find authentic texts on the Internet).","It wouldn't hurt. It is not my top priority, either. I can't think of anything specific."
11/5/24 11:36,11/5/24 11:41,IP Address,,100,292,TRUE,11/5/24 11:41,R_1IRW0DdmwHOEuxc,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,"French,Spanish",,46,19,I have used GenAI.,Other,Magic School AI,Other,Magic AI,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,3 - Moderately,4-Yes,5- Very much so,2 - Slightly,2 - Slightly,3 - Moderately,3 - Moderately,5- Very much so,Yes,Monthly,1=To no extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,3=To some extent,images,Workshops,,Yes,2= To little extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,,,,,
11/6/24 8:14,11/6/24 8:14,IP Address,,100,14,TRUE,11/6/24 8:14,R_3k192IamWKNtpO9,,,,,,,anonymous,EN,"Yes, I Agree",United States,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/24 10:27,11/5/24 10:34,IP Address,,80,376,FALSE,11/12/24 10:34,R_5MsxLdSxU9VcbS9,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,23,First year,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,4-Yes,3 - Moderately,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Monthly,3=To some extent,3=To some extent,1=To no extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,3=To some extent,2= To little extent,2= To little extent,3=To some extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,Generate songs related to the topics we are going over in class,"Workshops,Teacher preparation program,Colleagues,Experimentation",,Yes,,,,,,,,,,,,,,,,,,,,,
11/12/24 10:46,11/12/24 13:10,IP Address,,100,8663,TRUE,11/12/24 13:10,R_6uPsA2Ixal9G6wH,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,German,,36,14,I have used GenAI.,"ChatGPT,Other",Perplexity,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,5- Very much so,4-Yes,3 - Moderately,2 - Slightly,2 - Slightly,2 - Slightly,4-Yes,Yes,Monthly,3=To some extent,4=To a large extent,4=To a large extent,1=To no extent,1=To no extent,2= To little extent,3=To some extent,4=To a large extent,3=To some extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,4=To a large extent,1=To no extent,,"Workshops,Colleagues",,Yes,3=To some extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,3=To some extent,"I would like to explore how to integrate it as a resource for my students (e.g., personalized texts/questions, chat partner, etc.). So far I have only used it in my preparatory work for teaching.","I have found in beneficial for my preparatory work, such as designing lesson plans, assessments, rubrics, etc. I have not used it this way yet, but I imagine it could be useful for generating didacticized texts in the target language. ","How to demonstrate the value of language learning if GenAI can ""do it all."" Also, quality control. Will GenAI provide accurate explanations and examples, or will it inadvertently confuse the students?","I have some ethical hesitations about using GenAI. And I hesitate to use it in a ""student-facing"" way unless I know it's actually adding value to their learning and not just being tacked on because I feel like I ought to be teaching my students AI literacy.","How (or if) to use genAI in the classroom, i.e. ways in which the students themselves could productively use it or interact with it. "
